NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027
180008849307,2018,2504009,Campina Grande,25,PB,21.0,F,0.0,3,1,2504009.0,Campina Grande,25.0,PB,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504009,Campina Grande,25,PB,1.0,1.0,1.0,1.0,449.0,454.0,457.0,462.0,414.3,491.8,475.5,478.0,EEEEADBCECEBABBACBCABCBDBBDBCEACCEABEAADCDBCA,CABBCBBBACEBABBACCABBCCBEADEBABAACBADBBAACEEC,99999ABAEEEBADBACABBACBCDBAABAACACEAACDCAEABCBCAAD,CAEBBDCBEDABBCBBBBDABCACBCBABCECDCDAACBDBDDBA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,120.0,120.0,80.0,120.0,60.0,500.0,B,E,C,B,4,C,A,B,C,A,B,B,A,B,A,A,A,A,C,A,A,A,A,A,A,A,A
180012868966,2018,2926806,Rio do Antônio,29,BA,17.0,F,0.0,3,1,2912004.0,Ibiassucê,29.0,BA,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905206,Caetité,29,BA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,B,E,A,B,4,B,A,B,D,B,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B,A,A
180011958943,2018,2914703,Itaberaba,29,BA,19.0,M,0.0,2,1,2914703.0,Itaberaba,29.0,BA,2,0,2,1.0,0,29083354.0,2914703.0,Itaberaba,29.0,BA,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914703,Itaberaba,29,BA,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,476.7,565.4,558.0,494.3,AEBDECBDDCECECBAEABDACDABABBDEADADEEADEECBCAE,CDACADBBDAEABDABDEBACEDABDAEBADABDCEBABDADACE,DBCBB99999ECDDBDBECBEBEADDECDCADBEBCEACBADAECCDABC,BEBACEBCADBAECBDADBDADCDCEADBBAECEBDBCCECBDBE,0,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,120.0,120.0,100.0,100.0,560.0,H,H,B,B,4,C,A,C,D,A,A,C,B,B,A,B,A,A,B,B,A,C,A,A,B,B,A
180011959720,2018,2611606,Recife,26,PE,22.0,M,0.0,2,1,2611606.0,Recife,26.0,PE,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611606,Recife,26,PE,1.0,1.0,1.0,1.0,449.0,454.0,457.0,462.0,514.5,531.4,389.9,514.7,EEBAAACBCEEEECCBDDEACBAEECCCCCBBBBBAABBACCBCB,CAEABADCDDDAADDDEEDAADAAAAAAAACCDAEDBDBBAAAAD,99999AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,BDBBCEBABBBBBCBCACCDAAACAEAAADEACDBCEEDCBABAA,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,100.0,120.0,120.0,120.0,100.0,560.0,B,C,F,B,5,C,A,C,D,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,B,A,A
180008395430,2018,3162104,São Gotardo,31,MG,20.0,F,0.0,1,1,3162104.0,São Gotardo,31.0,MG,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162104,São Gotardo,31,MG,1.0,1.0,1.0,1.0,449.0,454.0,457.0,462.0,499.8,626.5,575.5,452.4,ECCDCBCBCABECAAADAEBDCDABDADBDACBEEABEBCDAADD,AAECAABDDCCCBDEDAEADEDEBAEECEAADDCEBBCBCEECCA,CBEAE99999EEACBABEADEBEAABDADDBDCABDDCEBBCBDACCABD,DCAACBDDDABECEBEADCDBAEACAEAEDDCEDDDABDACCEDB,0,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,160.0,160.0,160.0,160.0,120.0,760.0,B,B,A,F,3,C,A,B,C,B,B,B,A,B,A,B,A,A,B,B,A,D,A,B,B,A,A
180011592649,2018,4314902,Porto Alegre,43,RS,17.0,F,0.0,1,1,4314902.0,Porto Alegre,43.0,RS,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314902,Porto Alegre,43,RS,0.0,1.0,1.0,0.0,,451.0,455.0,,,597.2,583.7,,,BDCDDBAACCCEBCAEECBBDCDAADCAACECEDBEEACADEEDB,BBDEC99999CEABDBABAADAEDEABAEDACAEABACABBADEBBEBDA,,0,,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,,1.0,140.0,40.0,60.0,120.0,40.0,400.0,E,E,D,D,5,H,A,C,C,B,A,B,B,B,A,B,A,B,B,B,B,E,A,B,B,C,A
180008311211,2018,3201407,Castelo,32,ES,19.0,M,0.0,1,1,3201407.0,Castelo,32.0,ES,1,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201407,Castelo,32,ES,1.0,1.0,1.0,1.0,449.0,453.0,458.0,462.0,476.6,543.6,493.4,539.2,CBEBBABBCDDBABEADBADBEDCCBACDDCCABAEDEBAEDDED,EACCAEDEBABDBACEADAECBAEBEEBACCECDEBADEBADCEE,99999DEEEDDCBCDCBBDAABEAABADBDDECBEABCAEBAEBAEADAE,CDDACCEABDDBBDBDADEDCCADDBCCBABCBCACBEEBBBABD,1,EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA,1.0,100.0,120.0,120.0,100.0,80.0,520.0,B,B,B,F,3,C,A,B,D,B,A,B,B,B,A,B,A,A,B,B,A,C,A,B,B,A,A
180009590711,2018,1500800,Ananindeua,15,PA,36.0,F,,1,2,,,,,2,0,4,1.0,0,15169928.0,1500800.0,Ananindeua,15.0,PA,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500800,Ananindeua,15,PA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,E,A,A,A,4,C,A,C,D,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,A,B,A
180007483441,2018,2903201,Barreiras,29,BA,27.0,M,,3,1,2933604.0,Xique-Xique,29.0,BA,1,11,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903201,Barreiras,29,BA,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,E,E,D,D,4,D,A,C,D,B,A,B,A,B,A,B,A,A,C,A,A,D,B,B,B,A,A
180012259866,2018,4104659,Carambeí,41,PR,19.0,M,0.0,1,1,4119905.0,Ponta Grossa,41.0,PR,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119905,Ponta Grossa,41,PR,1.0,1.0,1.0,1.0,450.0,454.0,457.0,461.0,456.6,478.3,498.0,472.3,BABDCBEEDABBAECDBAECBBCDEADCEAEBBBEDBABBCADAE,BDDCAEEACDADAEADBBAEBDAACEDBEDBCCAABEAECACEDA,99999BBECEACECCABBBBCBEDAAEEDBADACDAACCBACBBBCBEAB,BDDEACDCECBADBDCBAEEDBBBCEEAAACDBAACDDBAECADA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,40.0,40.0,120.0,40.0,360.0,D,E,F,B,3,E,A,C,C,C,A,B,B,B,A,B,A,B,D,B,A,D,A,B,B,A,E
180007357060,2018,1721000,Palmas,17,TO,22.0,M,0.0,1,1,1709500.0,Gurupi,17.0,TO,1,5,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721000,Palmas,17,TO,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,D,E,C,C,3,F,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B,A,A
180013587258,2018,4202305,Biguaçu,42,SC,16.0,F,0.0,0,1,4205407.0,Florianópolis,42.0,SC,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202305,Biguaçu,42,SC,1.0,1.0,1.0,1.0,447.0,453.0,458.0,459.0,392.6,542.2,494.1,495.2,DCCBEEABEABECCBCDEDCCDDABDBABDCBEADCEECDBEBAD,EACEBACADEBEADCACDADBEBBCADBAAEDCBADEBBAAABEB,ABDEB99999DBECDCBAECBDBADBDACCCDDACBBECCECADBECBBA,ACCCBCABBDBEDDAAEBAADCAABDCEEEBBEBAADBEDABAED,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,40.0,40.0,120.0,40.0,360.0,F,E,D,D,3,K,A,C,C,B,A,B,B,B,A,B,A,B,C,A,B,D,B,B,B,C,B
180011255726,2018,3301702,Duque de Caxias,33,RJ,19.0,F,0.0,3,1,2408102.0,Natal,24.0,RN,2,0,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301702,Duque de Caxias,33,RJ,0.0,1.0,1.0,0.0,,453.0,458.0,,,507.9,433.7,,,CDACECBBADEDAEECCBDEECEBAABEEBDADEEDEEEEAADCE,BEEBC99999AECBBABABBEEBAACEADEAADAACBDCCADEABBAEAB,,0,,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,,1.0,120.0,120.0,120.0,120.0,60.0,540.0,H,C,F,F,7,B,A,B,C,B,A,B,B,B,A,B,A,A,B,B,A,D,A,A,A,B,A
180011003572,2018,3168606,Teófilo Otoni,31,MG,42.0,F,1.0,3,1,3168606.0,Teófilo Otoni,31.0,MG,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168606,Teófilo Otoni,31,MG,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,487.4,512.0,540.2,505.5,ACEAEEEEEBBC*EAEACCBCDAAAAAEEECCAACCDCCCEAAAA,A.A.AABA*.ECDDDDDDDDDDDDDDDDDDAAAAACDBBAAEDCC,CBEEB99999CCBDCDBAEEECACABBCDADDCDDCAEECACABABBEBB,EDEDCAADDDDDDBCEABAAEDEAAC*ECAAAABAADECEEEBEC,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,120.0,120.0,140.0,120.0,80.0,580.0,B,B,A,A,3,D,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,B,B,A,A
180009547552,2018,3157005,Salinas,31,MG,17.0,F,0.0,1,1,3157005.0,Salinas,31.0,MG,2,0,2,1.0,0,31218189.0,3157005.0,Salinas,31.0,MG,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157005,Salinas,31,MG,1.0,1.0,1.0,1.0,448.0,453.0,458.0,460.0,520.4,631.8,506.6,527.6,BCEAEAEDBCBACCCECBDDBEABDABDECADCECDDCBDEACBC,CBACDBDEDAECBDAAAECCEDBDDCCBEBEEC.CCAABBEDCEE,99999BCCBBEBEBAEDADCCDEDEBABEACDBCEDBDADBECBABCDBE,ECDEADDCBEABDEBBEEBCEBDCAECCBECACEBDCEBEEADCB,1,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,140.0,120.0,120.0,120.0,80.0,580.0,D,E,C,B,5,D,A,B,E,A,A,B,B,B,A,A,A,A,B,A,A,D,A,B,A,B,A
180012457061,2018,1501402,Belém,15,PA,22.0,F,0.0,2,1,1501402.0,Belém,15.0,PA,1,4,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,581.1,609.5,622.9,470.7,ABBAEDCEECECACACBBDACACEBAEDDCABCACDCBEDABDCA,EDCCAEAABCEEDADEDCCDBCAABCECDDCAABEBA*DDCECCD,99999EDBDCABEADADABEDBEBDABECBCBAEDADCDCDEDBADCECB,ECEBDBECAEAECBDCEDBADBCDEDCBACDBCAACDAEABEDCC,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,100.0,120.0,120.0,80.0,60.0,480.0,E,E,B,B,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,A,A,A
180010929211,2018,4118402,Paranavaí,41,PR,20.0,F,0.0,1,1,4124905.0,São João do Caiuá,41.0,PR,1,3,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118402,Paranavaí,41,PR,1.0,1.0,1.0,1.0,448.0,454.0,457.0,460.0,493.7,637.3,553.5,531.6,AAACACCDDBABAADBAACECDDDDABDEBADDCDAAABCDACAA,AEACAEBBCCEDBEBDAEABBDACEEEBEEAEABECCDCBADBBA,DBEDB99999DBADEDBECDEBACABEAADCBCBEDEEABABBAAACDBC,ACDBACECABAAABEBCBEABBDCEABAACDAABABADDAEAAAD,0,BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA,CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD,CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED,ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD,1.0,160.0,180.0,160.0,160.0,140.0,800.0,E,E,B,B,4,E,A,B,D,A,A,B,A,A,A,B,A,A,B,A,A,E,A,B,B,A,A
180011015860,2018,2304400,Fortaleza,23,CE,19.0,M,0.0,1,1,2303709.0,Caucaia,23.0,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,,,,,,,,,,,,F,D,F,C,5,B,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A
180009538781,2018,2603504,Camocim de São Félix,26,PE,20.0,M,1.0,3,1,3550308.0,São Paulo,35.0,SP,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602308,Bonito,26,PE,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,C,C,4,C,A,B,C,A,A,B,B,A,A,A,A,A,B,B,A,D,A,B,B,A,A
180007562479,2018,4201406,Araranguá,42,SC,20.0,F,0.0,1,1,4201406.0,Araranguá,42.0,SC,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201406,Araranguá,42,SC,0.0,1.0,1.0,0.0,,453.0,458.0,,,492.2,483.4,,,CDEBDCEECEBCCDECBDBBCAEEAEAEDEACBCBCBEBEAEDED,99999DAEEBDBDBDABBCEBACAABEDEEDEDCDEBABABADEBDABAC,,1,,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E,E,C,F,4,C,A,B,C,B,B,B,A,B,A,B,A,B,B,B,A,D,A,B,B,A,A
180010645049,2018,2504009,Campina Grande,25,PB,16.0,M,0.0,3,1,2504009.0,Campina Grande,25.0,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504009,Campina Grande,25,PB,1.0,1.0,1.0,1.0,447.0,451.0,455.0,459.0,593.5,635.5,585.9,720.3,ACBBDAAADEDADDDDCCDCBEEBDBDDCAEABBABEAAEEAABA,CACBCEBAECBEAEEBACEBCECAABCEDAECDABDADCAEBADB,BDEEC99999AEABCBDBACDCDCCBBABDECAEDDAECCBDAEBAEABA,A.EBDBECBAADBADACCCDEABAADEACECDBDDEECCDBCAAA,0,BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED,CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE,BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA,ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB,1.0,120.0,160.0,80.0,80.0,120.0,560.0,F,E,C,F,4,C,A,C,C,A,B,B,A,A,A,B,A,B,B,B,A,D,B,B,B,C,B
180012969322,2018,2207702,Parnaíba,22,PI,16.0,F,0.0,3,1,2313401.0,Tianguá,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207702,Parnaíba,22,PI,1.0,1.0,1.0,1.0,450.0,452.0,456.0,461.0,472.4,572.9,517.7,536.4,BACEEECAEBBDCBCCEDBACDDBBCEDCCDACDBAEADBBAAED,BABCAECAACACABAAACEDCAAADEEAEBCACCCDADADBDEBB,99999EBDADABEEBECEACEBCADBCAECCDABDEBCDBDCCBCCBECB,BCEEEEECABBCDAEBCADCDBACADACCABCEABBDCBCCDDEB,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC,BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,140.0,140.0,120.0,120.0,80.0,600.0,B,F,B,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,C,D
180012238209,2018,3301900,Itaboraí,33,RJ,47.0,M,1.0,3,1,3305109.0,São João de Meriti,33.0,RJ,1,12,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301900,Itaboraí,33,RJ,1.0,1.0,1.0,1.0,450.0,453.0,458.0,461.0,605.0,659.9,570.1,703.6,EDDCDAACEDBCAADDAEDBCECDDDACBEDBEDEBAACEBCDEE,ECEBBDBEAAEDBDDAACADBABCEABBEABECDECCABAAEBCE,99999DDCCBAEDCDEAECCCBEADCACDCBEEADABCECAEBBDCABAC,EBECEECECDEBBEDCBDECEDCCECDBDEBDCADAADCDBCCEA,1,ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB,ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE,BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED,EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX,1.0,120.0,160.0,120.0,120.0,80.0,600.0,B,E,C,C,3,C,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,D,A,B,B,A,A
